"id";"name"
10;"action"
8;"adventure"
20;"animation"
25;"anime"
31;"biography"
12;"comedy"
18;"crime"
22;"documentary"
11;"drama"
15;"fantasy"
28;"gay and lesbian"
30;"history"
26;"horror"
13;"kids and family"
29;"music"
17;"musical"
14;"mystery and thriller"
24;"other"
21;"romance"
9;"sci fi"
19;"sports and fitness"
27;"war"
16;"western"
